"AAPL","VOXX","UEIC","IRBT","LPL","TXN","NVDA","INTC","QCOM","AMD","MU","TSM","TECH","ALXN","VRTX","REGN","NVAX","GOOGL","SSTK","FB","ZG","MTCH","ANGI","JNJ","PFE","AZN","BIIB","NVS","MRK","HZNP"
90.743469,5.78,46.82,83.900002,4.83,124.44783,379.511017,58.641346,89.215233,52.610001,51.52,55.614223,263.252228,112.239998,290.309998,623.650024,83.349998,1418.050049,34.526577,227.070007,57.48,92.347229,12.15,137.876404,30.084341,51.475582,267.549988,83.970482,74.911247,55.580002
105.728088,6.52,46.07,72.690002,5.31,125.016312,424.337646,46.781734,104.099846,77.43,50.060001,77.861649,274.307861,102.489998,272,632.070007,143.100006,1487.949951,53.899143,253.669998,68.089996,102.699997,15.79,142.905945,35.402,54.288296,274.690002,78.9711,78.348091,61.189999
128.394058,6.28,41.080002,74.029999,6.17,140.285385,534.661987,49.937763,117.396942,90.82,45.509998,78.216957,254.668869,114.220001,279.119995,619.929993,110.339996,1629.530029,49.911758,293.200012,85.279999,111.68,13.88,150.406158,35.106995,54.502411,287.640015,82.739868,83.259491,75.120003
115.438042,7.69,37.740002,75.900002,6.53,140.916992,540.898315,51.095947,115.997246,81.989998,46.959999,80.013237,247.265915,114.43,272.119995,559.780029,108.349998,1465.599976,51.617805,261.899994,101.540001,110.650002,11.1,146.936356,34.094383,53.760876,283.679993,83.605141,80.994194,77.68
108.510361,11.33,37.060001,79.580002,6.27,142.693375,501.211914,43.69503,122.247292,75.290001,50.34,83.204124,251.937164,115.139999,208.360001,543.559998,80.709999,1616.109985,65.132881,263.109985,89.330002,116.779999,10.6,135.320007,32.961002,49.208862,252.070007,75.067734,73.970802,74.93
118.667633,12.87,52.66,78.43,6.87,160.278107,535.901672,47.711258,145.842529,92.660004,64.089996,96.24971,302.741821,122.110001,227.75,516.030029,139.5,1754.400024,68.426849,276.970001,110.349998,139.210007,12.36,142.791168,37.511944,51.936146,240.169998,87.325844,79.06546,70.43
132.49202,12.76,52.459999,80.290001,8.44,163.140747,522.045776,49.519421,150.965881,91.709999,75.18,108.174286,317.289642,156.240005,236.339996,483.109985,111.510002,1752.640015,71.3526,273.160004,135.940002,151.190002,13.2,156.404709,36.413868,49.042088,244.860001,90.786957,80.452232,73.150002
131.763107,18.68,54.240002,120.099998,9.66,164.691345,519.590027,55.175091,155.538742,85.639999,78.269997,121.06385,324.643616,153.330002,229.080002,503.839996,220.940002,1827.359985,64.831581,258.329987,138.720001,139.860001,13.98,162.11908,35.51366,49.640518,282.609985,86.979736,76.39875,72.480003
121.079071,20.73,58.189999,124.110001,9.99,172.270004,548.580017,60.413296,135.544037,84.510002,91.529999,125.46727,361.393463,152.75,212.550003,450.570007,231.229996,2021.910034,88.014938,257.619995,169.820007,152.850006,14.95,157.478012,33.490002,47.462616,272.880005,82.595657,71.987511,90.910004
122.150002,19.059999,54.970001,122.18,9.99,188.990005,533.929993,64,131.961105,78.5,88.209999,117.836014,381.929993,152.910004,214.889999,473.140015,181.309998,2062.52002,88.82296,294.529999,131.380005,137.380005,13,164.350006,36.23,49.720001,279.75,82.182243,76.418571,92.040001
